#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x




#####################ARTIFACTS#####################

##slots
odins_eye_effect;\n\n\n\n§GGaze into the Eye if you wish to unravel the secrets of the universe.§!;;;;;;;;;;;;;x
gleipnir;Gleipnir;;;;;;;;;;;;;x
gleipnir_desc;The silken chains of the great wolf Fenrir. Now ruined and in tatters, yet still stronger than any mortal chains.;;;;;;;;;;;;;x
jarngreipr;Jarngreipr;;;;;;;;;;;;;x
jarngreipr_desc;The gauntlet of Thor, with which he holds mighty Mjolnir and is one of his three crucial possessions.;;;;;;;;;;;;;x
fafnirs_scale;Fafnir's Scale;;;;;;;;;;;;;x
fafnirs_scale_desc;One of the Cursed Dragon's scales. Despite being decayed, it is stronger than the strongest steel.[GetCustomArtifactEffects];;;;;;;;;;;;;x
fafnirs_scale_effect;\n\n\n\n§RThis artifact is highly prized by it's owner and will be invulnerable to the foolish attempts of thieves.§!;;;;;;;;;;;;;x
braggis_harp;Braggi's Harp;;;;;;;;;;;;;x
braggis_harp_desc;Braggi was one of the most skilled Skalds to have ever existed. The tunes played on his harp can charm even the vilest of people.;;;;;;;;;;;;;x
brisingamen;Brisingamen;;;;;;;;;;;;;x
brisingamen_desc;The necklace of Freyja, the goddess of love and fertility.;;;;;;;;;;;;;x
tarnkappe;Tarnkappe;;;;;;;;;;;;;x
tarnkappe_desc;The fabled cloak of invisibility. Wearing it renders the user completely invisible, that is if you can find the cloak first.;;;;;;;;;;;;;x
huginns_feather;Huginn's Feather;;;;;;;;;;;;;x
huginns_feather_desc;The feather of one of Odin's twin ravens. They fly daily across the entire world then tell the Allfather all they have seen.;;;;;;;;;;;;;x
muninns_feather;Muninn's Feather;;;;;;;;;;;;;x
muninns_feather_desc;The feather of one of Odin's twin ravens. Although Odin feared for both of their safety, he feared more for Munnin.;;;;;;;;;;;;;x
slayers_skull;[From.OriginalOwner.GetTitledFirstName]'s Skull;;;;;;;;;;;;;x
slayers_skull_desc;All that remains of [From.OriginalOwner.GetBestName] as [From.OriginalOwner.GetSheHe] attempted to slay mighty Fenrir.[GetCustomArtifactEffects];;;;;;;;;;;;;x
slayers_skull_effect;\n\n\n\n§RThis artifact is highly prized by it's owner and will be invulnerable to the foolish attempts of thieves. This artifact will always be destroyed on death!§!;;;;;;;;;;;;;x


##West African

jaguar_spear;Jaguar Spear;;;;;;;;;;;;;x
jaguar_spear_desc;A tribal spear that is given to the fiercest and most accomplished hunter.;;;;;;;;;;;;;x
djembe;Djembe;;;;;;;;;;;;;x
djembe_desc;A traditional drum to spread merriment to those who hear it, requires some skill to actually be effective.;;;;;;;;;;;;;x 
dan_mask;Dan Mask;;;;;;;;;;;;;x
dan_mask_desc;Dan masks are used for protection and as a channel for communication with the spirit world.;;;;;;;;;;;;;x 
ashanti_doll;Ashanti Doll;;;;;;;;;;;;;x
ashanti_doll_desc;Legend has it that the bearer of these fertility dolls will give birth to beautiful children.[GetCustomArtifactEffects];;;;;;;;;;;;;x 
ashanti_doll_effect;\n\n\n\n§GChildren have a 15% chance to gain the attractive trait when born.§!\n§RThis artifact is highly prized by it's owner and will be invulnerable to the foolish attempts of thieves. This artifact will always be destroyed on death!§!;;;;;;;;;;;;;x
herbal_medicine;Herbal Medicine;;;;;;;;;;;;;x
herbal_medicine_desc;A pouch filled with various medicinal herbs.[GetCustomArtifactEffects];;;;;;;;;;;;;x 
herbal_medicine_effect;\n\n\n\n§RThis artifact is highly prized by it's owner and will be invulnerable to the foolish attempts of thieves. This artifact will always be destroyed on death!§!;;;;;;;;;;;;;x

##Finnish/Soume
ukonvasara;Ukonvasara;;;;;;;;;;;;;x
ukonvasara_desc;The Hammer of Ukko the God of Thunder. This large hammer can easily crush a man with its weight.[GetCustomArtifactEffects];;;;;;;;;;;;;x
ukonvasara_effect;\n\n\n\n§GMay terrify enemy troops when wielded personally in battle against other religions.§!\n§BThis weapon is considered holy by the Finnish faith.§!;;;;;;;;;;;;;x
sampo_fragment;Sampo fragment;;;;;;;;;;;;;x
sampo_fragment_desc;One of the nine pieces of the Legendary Sampo, it's power remains dormant.;;;;;;;;;;;;;x
vipunens_magic_scroll;Vipunen's Magic Scroll;;;;;;;;;;;;;x
vipunens_magic_scroll_desc;Antero Vipunen is a giant with considerable knowledge and spells and this is one of his scrolls. The nature of these spells require a great mind to decipher.;;;;;;;;;;;;;x
vainamoinens_harp;Vainamoinen's Harp;;;;;;;;;;;;;x
vainamoinens_harp_desc;The hero Vainamoinen fashioned this harp from a pike he killed at sea, plays a bewitching melody;;;;;;;;;;;;;x
kalevanmiekka;Kalevanmiekka;;;;;;;;;;;;;x
kalevanmiekka_desc;This is the sword of Kalevi, a great Finnish ruler. After he passed away, his sons quickly fell out of the grace of their people.;;;;;;;;;;;;;x
beard_of_moss;Beard of Moss;;;;;;;;;;;;;x
beard_of_moss_desc;A lump of moss gathered together in reverence of the Sea God Ahti. Believed to ward off storms at sea.;;;;;;;;;;;;;x
axe_pendant;Axe Pendant;;;;;;;;;;;;;x
axe_pendant_desc;These pendants are common symbols of the god Ukko. The axe represents his other weapon Ukonkirves.;;;;;;;;;;;;;x


##Slavic
svarogs_hammer;Svarog's Hammer;;;;;;;;;;;;;x
svarogs_hammer_desc;The Blacksmith God, Svarog once struck a great rock with a hammer which gave birth to the gods of fire and wind. A powerful tool capable of creation can also cause destruction.;;;;;;;;;;;;;x
kladenets;Kladenets;;;;;;;;;;;;;x
kladenets_desc;The Sword of Steel, a fabulous magic sword of great power, thought to be mere myth.;;;;;;;;;;;;;x
peruns_stones;Perun's Stones;;;;;;;;;;;;;x
peruns_stones_desc;The lightning stones of Perun protected against bad luck, evil magic, disease, lightning itself.;;;;;;;;;;;;;x
raskovnik;Raskovnik;;;;;;;;;;;;;x
raskovnik_desc;Few people, if any, could actually recognize this herb. The Raskovnik could unlock any gate or padlock, regardless of its size, material or key.;;;;;;;;;;;;;x
fern_flower;Fern Flower;;;;;;;;;;;;;x
fern_flower_desc;A magic flower that blooms for a very short time on the eve of the Summer Solstice. Brings fortune to the person who finds it.;;;;;;;;;;;;;x
axe_of_perun_req;Must have earned Perun's favor;;;;;;;;;;;;;x



##Baltic/Romuvan
world_tree_branch;Branch of the World Tree;;;;;;;;;;;;;x
world_tree_branch_desc;A branch of the fabled World Tree that carries the World.;;;;;;;;;;;;;x
velnias_bow;Velnias's Bow;;;;;;;;;;;;;x
velnias_bow_desc;The Bow of the Devil was paid for in blood, yet it still yearns for more.;;;;;;;;;;;;;x
laimas_scales;Laima's Scales;;;;;;;;;;;;;x
laimas_scales_desc;Some people believe fate cannot be changed, but with the Scales of Fate perhaps it can be.;;;;;;;;;;;;;x
evening_star_mark;Mark of the Evening Star;;;;;;;;;;;;;x
evening_star_mark_desc;The Mark of the God of Fertility, Vakraine the dark of Venus.;;;;;;;;;;;;;x
morning_star_mark;Mark of the Morning Star;;;;;;;;;;;;;x
morning_star_mark_desc;The Mark of the Goddess of Fertility, Ausrine the light of Venus.;;;;;;;;;;;;;x

##Tengri
aram;Aram;;;;;;;;;;;;;x
aram_desc;The Spear of Jangar, a legendary Mongol hero who became Khan at the age of three.;;;;;;;;;;;;;x
asenas_paw;Asena's Paw;;;;;;;;;;;;;x
asenas_paw_desc;The paw of the great wolf that gave birth to ten half-wolf Turks that later established the Ashina Clan.;;;;;;;;;;;;;x
skai_unav;Skai Unav;;;;;;;;;;;;;x
skai_unav_desc;A blade forged from a meteorite that fell from the sky, extremely durable.[GetCustomArtifactEffects];;;;;;;;;;;;;x
skai_unav_effect;\n\n\n\n§GMay terrify enemy troops when wielded personally in battle against other religions.§!\n§BThis weapon is considered holy by the Tengri faith.§!;;;;;;;;;;;;;x
alpamyshs_chains;Alpamysh's Chains;;;;;;;;;;;;;x
alpamyshs_chains_desc;Alpamysh was tricked by his foes and imprisoned, he managed to escape with the help of his shepherd servant.;;;;;;;;;;;;;x
tengris_favor;Tengri's Favor;;;;;;;;;;;;;x
tengris_favor_desc;A pendant depicting Tengri, the God of the Sky.;;;;;;;;;;;;;x
meteorite;Meteorite;;;;;;;;;;;;;x
meteorite_desc;A heavy stone that fell from the sky.[GetCustomArtifactEffects];;;;;;;;;;;;;x
meteorite_effect;\n\n\n\n§RThis artifact is highly prized by it's owner and will be invulnerable to the foolish attempts of thieves.§!;;;;;;;;;;;;;x


##Zunist

blazing_crown;The Blazing Crown;;;;;;;;;;;;;x
blazing_crown_desc;Adorned with fiery symbols, this crown proves complete dominance over the followers of Zun.[GetCustomArtifactEffects];;;;;;;;;;;;;x
blazing_crown_effect;\n\n\n\n§RThis artifact is highly prized by it's owner and will be invulnerable to the foolish attempts of thieves.§!;;;;;;;;;;;;;x
ashrune;Ashrune;;;;;;;;;;;;;x
ashrune_desc;A mighty flail that is set eternally on fire. A fitting weapon to bring the light of Zun to the heathens.[GetCustomArtifactEffects];;;;;;;;;;;;;x 
ashrune_effect;\n\n\n\n§GMay terrify enemy troops when wielded personally in battle against other religions.§!\n§BThis weapon is considered holy by the Zun faith.§!;;;;;;;;;;;;;x
sun_scepter;Scepter of the Sun;;;;;;;;;;;;;x
sun_scepter_desc;This scepter is one of the last remaining artifacts of a people that also worshipped the sun long ago.;;;;;;;;;;;;;x
mask_of_terror;Mask of Terror;;;;;;;;;;;;;x
mask_of_terror_desc;A mask created in a moment of madness to inspire fear in potential rivals.;;;;;;;;;;;;;x
cylinder_of_secrets;Cylinder of Secrets;;;;;;;;;;;;;x
cylinder_of_secrets_desc;A locked cylinder with unknown contents. No method exists that can open it.;;;;;;;;;;;;;x
sunlight_medallion;Sunlight Medallion;;;;;;;;;;;;;x
sunlight_medallion_desc;The mark of the Knights of the Sun, only given to worthy commanders.[GetCustomArtifactEffects];;;;;;;;;;;;;x
sunlight_medallion_effect;\n\n\n\n§RThis artifact is highly prized by it's owner and will be invulnerable to the foolish attempts of thieves. This artifact will always be destroyed on death!§!;;;;;;;;;;;;;x
sunlight_medallion_activation;Is a former Knight of the Sun;;;;;;;;;;;;;x

##Indian



##Cultural/Misc
pandoras_box;Pandora's Box;;;;;;;;;;;;;x
pandoras_box_desc;The Box that contains all the misfortunes of the world. It is said that when Pandora opened the box all the evils escaped, but a sparkle of hope remained. Opening it would invite disaster to the realm, but man's curiosity is terrible indeed.[GetCustomArtifactEffects];;;;;;;;;;;;;x
pandoras_box_effect;\n\n\n\n§GCan be opened every five years, who knows what might happen?§!;;;;;;;;;;;;;x
shield_of_achilles;Shield of Achilles;;;;;;;;;;;;;x
shield_of_achilles_desc;The shield of the legendary greek hero Achilles. This fine shield was created by the god Hephaestus himself to serve as a replacement after Achilles lost his armor to the Trojan hero Hector.;;;;;;;;;;;;;x
pelt_of_the_nemean_lion;Pelt of the Nemean Lion;;;;;;;;;;;;;x
pelt_of_the_nemean_lion_desc;The pelt of the invincible Nemean Lion. No mortal weapon could harm it, the lion was ultimately killed by Heracles and skinned with it's own claws.;;;;;;;;;;;;;x
alberichs_ring;Alberich's Ring;;;;;;;;;;;;;x
alberichs_ring_desc;A magic ring that grants the power to rule the world, forged by the Nibelung dwarf Alberich from gold he stole from the Rhine maidens in the river Rhine. Was later stolen from him by the gods.;;;;;;;;;;;;;x
nagelring;Nagelring;;;;;;;;;;;;;x
nagelring_desc;The sword of Dietrich von Bern. This magical sword was given to Dietrich by the dwarf Alberich to slay the giants Grim and Hilde, for only it could pierce their skins. With the help of his mentor Hildebrand, Dietrich's quest was a success.;;;;;;;;;;;;;x
brionac;Brionac;;;;;;;;;;;;;x
brionac_desc;The spear of the Irish god Lugh, with which he blinded the Fomorian Balor by hurling it at his poisonous eye.[GetCustomArtifactEffects];;;;;;;;;;;;;x
brionac_effect;\n\n\n\n§GHas a chance to kill enemy commanders when wielded personally in battle.§!;;;;;;;;;;;;;x
curtana;Curtana;;;;;;;;;;;;;x
curtana_desc; Also known as the Sword of Mercy, it's end is blunted and squared for that reason. Believed to be the sword of the Arthurian Knight Tristan, it is used for the coronation of English Kings.;;;;;;;;;;;;;x
durandal;Durandal;;;;;;;;;;;;;x
durandal_desc;The sword of Roland, one of Charlemagne's twelve Paladins. The blade is made from an indestructable metal, which prevented Roland from destroying it at his heroic death.[GetCustomArtifactEffects];;;;;;;;;;;;;x
durandal_effect;\n\n\n\n§GThe wielder may use the unique combat tactic "Heroic Stand" when leading an army. Will always have a +30 opinion towards [From.Owner.GetHerHis] liege.§!;;;;;;;;;;;;;x
joyeuse;Joyeuse;;;;;;;;;;;;;x
joyeuse_desc;The sword of legendary Charlemagne. A blade sought after by the most ambitious of men in an attempt to unite Western Europe, just as it's owner did long ago.[GetCustomArtifactEffects];;;;;;;;;;;;;x
joyeuse_effect;\n\n\n\n§GThe wielder may use the unique casus belli "Carolingian Reconquest" on duchys of the old Carolingian Empire after the year 900.§!\n§BJoyeuse can only be claimed in war.§!\n§RThis artifact is highly prized by it's owner and will be invulnerable to the foolish attempts of thieves.§!;;;;;;;;;;;;;x
joyeuse_activation;Is a Karling;;;;;;;;;;;;;x
joyeuse_is_equipped;Joyeuse is equipped;;;;;;;;;;;;;x
joyeuse_ceromonial;Joyeuse;;;;;;;;;;;;;x
joyeuse_ceromonial_desc;The sword of legendary Charlemagne. Having restored the borders of Charlemagne's realm the sword has lost it's splendor as a weapon of war. Instead it is now one of the most prestigious artifacts of this age.[GetCustomArtifactEffects];;;;;;;;;;;;;x
joyeuse_ceromonial_effect;\n\n\n\n§RThis artifact will always remain with the dynasty of it's original owner.§!;;;;;;;;;;;;;x




#####################END OF ARTIFACTS#####################



##game rules
RULE_SUPERNATURAL_ARTIFACTS;§BAAO:§! Supernatural Artifacts and Events;;;;;;;;;;;;;x
RULE_GROUP_AAO;AAO;;;;;;;;;;;;;x
RULE_OPTION_ALL;All;Tout;Alle;;Todo;;;;;;;;;x
RULE_SUPERNATURAL_ARTIFACTS_ALL_DESC;All custom artifacts and their associated events are available.;;;;;;;;;;;;;x
RULE_OPTION_HISTORIC_MYTHOLOGICAL;Historical/Mythological only;;;;;;;;;;;;;x
RULE_SUPERNATURAL_ARTIFACTS_HISTORIC_MYTHOLOGICAL_DESC;Only Supernatural Artifacts that have some historic or mytholigical basis will appear.;;;;;;;;;;;;;x
RULE_SUPERNATURAL_ARTIFACTS_OFF_DESC;No Supernatural Artifacts or related events will appear.;;;;;;;;;;;;;x

###CBS
CB_NAME_CLAIM_JOYEUSE;Claim Joyeuse;;;;;;;;;;;;;x
WAR_NAME_CLAIM_JOYEUSE;$ORDER$$FIRST_ADJ$ Claim on Joyeuse;;;;;;;;;;;;;x
claim_joyeuse_cb_desc;The legendary Charlemagne's sword is in the possession of §Y$TARGET$§!, with enough prestige you may claim it as your own.;;;;;;;;;;;;;x

CB_NAME_JOYEUSE_RECONQUEST;Carolingian Reconquest of [Title.GetBaseName];;;;;;;;;;;;;x
WAR_NAME_JOYEUSE_RECONQUEST;$ORDER$$FIRST_ADJ$ Carolingian Reconquest of $OTHER_TITLE$;;;;;;;;;;;;;x
joyeuse_reconquest_cb_desc;The Carolingian Empire is shattered, but with the sword of Charlemagne in your hands you can restore it!;;;;;;;;;;;;;x
joyeuse_reconquest_cb_no_rome;§RRome will remain with the Pope.§!;;;;;;;;;;;;;x


###combat tactics

durandal_tactic;Heroic Stand;;;;;;;;;;;;;x


###traits

herald_of_zun;Herald of Zun;;;;;;;;;;;;;x
herald_of_zun_desc;This character has declared [GetHerselfHimself] the manifestation of Zun's will.;;;;;;;;;;;;;x
herald_of_zun_descendant;Herald of Zun's Descendant;;;;;;;;;;;;;x
herald_of_zun_descendant_desc;This character is a descendant of the Herald of Zun.;;;;;;;;;;;;;x
