#CODE;ENGLISH;;;;;;;;;;;;;x
EVTOPTAsoulmates.1010;Hm. Perhaps.;;;;;;;;;;;;;x
EVTTITLEsoulmatesFResearch;Aphrodite's Grimoire;;;;;;;;;;;;;x
EVTDESCsoulmates.1015;In your mind, you are well aware of the hidden truths of ages long gone. The legends of those born to no man fascinate you, and you seek to rediscover these secrets. With an army of librarians behind you, a heavy coinpurse and hundreds of inkpots and quills, you start your search for that forbidden knowledge.;;;;;;;;;;;;;x
EVTOPTAsoulmates.1015;There can be no progress without sacrifice and ambition!;;;;;;;;;;;;;x
EVTDESCsoulmates.1016;After countless hours of toil, you have finally completed your research on the subject. A thick grimoire now sits on your desk, containing the compiled arcane knowledge of eons past. Within it, the secrets to life are held - and it is yours to use.;;;;;;;;;;;;;x
EVTOPTAsoulmates.1016;Veni, vidi, vici!;;;;;;;;;;;;;x
EVTTITLEsoulmatesFPotion;The Spark of Life;;;;;;;;;;;;;x
EVTDESCsoulmates.1017;Grimoire in hand, you decide to put to practice the creation of life where there once was not. However, the question remains: how much are you willing to sacrifice for it?;;;;;;;;;;;;;x
EVTOPTAsoulmates.1017;A tiny amount shall suffice.;;;;;;;;;;;;;x
EVTOPTBsoulmates.1017;Surely a few cut corners shall not hurt the potion?;;;;;;;;;;;;;x
EVTOPTCsoulmates.1017;A fair amount shall secure reasonable results.;;;;;;;;;;;;;x
EVTOPTDsoulmates.1017;Something else...;;;;;;;;;;;;;x
EVTDESCsoulmates.1018;Grimoire in hand, you decide to put to practice the creation of life where there once was not. However, the question remains: how much are you willing to sacrifice for it?;;;;;;;;;;;;;x
EVTOPTAsoulmates.1018;My coffers have much to spare for this endeavour.;;;;;;;;;;;;;x
EVTOPTBsoulmates.1018;Spare no expenses! A king's ransom for a new life!;;;;;;;;;;;;;x
EVTOPTCsoulmates.1018;Something else...;;;;;;;;;;;;;x
EVTOPTDsoulmates.1018;I have changed my mind. Perhaps not at this time.;;;;;;;;;;;;;x
sm_fpreg_potion_q;Pregnancy Elixir Quality;;;;;;;;;;;;;x
