#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;,,,,,,,,,,
## MODIFIERS - OPINION, CHARACTER, PROVINCE ETC. ##
# OPINION #,,,,,,,,,,
opinion_robmodnorse_oathhonour;Nominated me an Oathsman;Nommé moi un homme assermenté;Nominiert mich ein Eidmann;;Me nominó como juramentador;;;;;;;;;x,,,,,,,,,,
robmod_norse_wartonic;War-tonic;Tonic de guerre;Kriegstöner;;Tónico de guerra;;;;;;;;;x,,,,,,,,,,
robmod_norse_wartonic_desc;[GetTitledFirstName] received a potion from a Sister of Frigg which improves [GetHerHis] skill in battle, but makes [GetHerHim] short-tempered and prone to illness;[GetTitledFirstName] a reçu une potion d'une soeur de Frigg qui améliore les compétences de [GetHerHis] dans le combat, mais rend [GetHerHim] peu tempéré et enclin à la maladie;[GetTitledFirstName] erhielt einen Trank von einer Schwester von Frigg, die [GetHerHis] Geschicklichkeit im Kampf verbessert, aber macht [GetHerHim] kurz-tempered und anfällig für Krankheit;;[GetTitledFirstName] recibió una poción de una hermana de Frigg que mejora la habilidad de [GetHerHis] en la batalla, pero hace [GetHerHim] de mal genio y propenso a la enfermedad;;;;;;;;;x,,,,,,,,,,
robmod_norse_sweet_salve;Sweet salve;Gousse sucrée;Süße Salbe;;Dulce salve;;;;;;;;;x,,,,,,,,,,
robmod_norse_sweet_salve_desc;[GetTitledFirstName] received a salve from a Sister of Frigg, imbued with the power of Freyja, the Goddess of love, sex and fertility. People find [GetHerHim] irresistible when [GetSheHe] wears it, but [GetSheHe] doesn't half smell girly.;[GetTitledFirstName] a reçu un pommade d'une soeur de Frigg, imprégnée du pouvoir de Freyja, déesse de l'amour, du sexe et de la fertilité. Les gens trouvent [GetHerHim] irrésistible quand [GetSheHe] le porte, mais [GetSheHe] ne sent pas à demi à l'envers.;[GetTitledFirstName] erhielt eine Salbe von einer Schwester von Frigg, die mit der Kraft von Freyja, der Göttin der Liebe, des Geschlechts und der Fruchtbarkeit, erfüllt war. Die Leute finden [GetHerHim] unwiderstehlich, wenn [GetSheHe] es trägt, aber [GetSheHe] nicht halb riechen girly.;;[GetTitledFirstName] recibió un bálsamo de una Hermana de Frigg, imbuido del poder de Freyja, la Diosa del amor, el sexo y la fertilidad. La gente encuentra [GetHerHim] irresistible cuando [GetSheHe] la usa, pero [GetSheHe] no huele a medio femenino.;;;;;;;;;x,,,,,,,,,,
robmod_norse_sniff;Sniffing vapours;Vapeurs de reniflard;Sniffing Dämpfe;;Vapores olfativos;;;;;;;;;x,,,,,,,,,,
robmod_norse_sniff_desc;[GetTitledFirstName] received a bottle of sniffing vapours from a Sister of Frigg. It helps [GetHerHim] to concentrate, but [GetSheHe] gets frequent headaches and is constantly irritable.;[GetTitledFirstName] a reçu une bouteille de vapeurs reniflantes d'une soeur de Frigg. Cela aide [GetHerHim] à se concentrer, mais [GetSheHe] a des maux de tête fréquents et est constamment irritable.;[GetTitledFirstName] erhielt eine Flasche Sniffing Dämpfe von einer Schwester von Frigg. Es hilft [GetHerHim] zu konzentrieren, aber [GetSheHe] bekommt häufige Kopfschmerzen und ist immer gereizt.;;[GetTitledFirstName] recibió una botella de olor de vapores de una hermana de Frigg. Ayuda a [GetHerHim] a concentrarse, pero [GetSheHe] recibe frecuentes dolores de cabeza y está constantemente irritable.;;;;;;;;;x,,,,,,,,,,
robmod_norse_crystals;Seeing crystal;Voir cristal;Kristall sehen;;Viendo el cristal;;;;;;;;;x,,,,,,,,,,
robmod_norse_crystals_desc;[GetTitledFirstName] received a crystal from a Sister of Frigg which glows when someone means to do [GetHerHim] harm. Whenever [GetSheHe] holds it however, [GetSheHe] gets headaches and becomes irritable.;[GetTitledFirstName] a reçu un cristal d'une Soeur de Frigg qui s'illumine quand quelqu'un veut faire du mal [GetHerHim]. Chaque fois que [GetSheHe] le retient, [GetSheHe] obtient des maux de tête et devient irritable.;[GetTitledFirstName] erhielt einen Kristall von einer Schwester von Frigg, die leuchtet, wenn jemand bedeutet, [GetHerHim] Schaden zu tun. Wann immer [GetSheHe] es aber hält, bekommt [GetSheHe] Kopfschmerzen und wird reizbar.;;[GetTitledFirstName] recibió un cristal de una Hermana de Frigg que brilla cuando alguien quiere hacer daño [GetHerHim]. Sin embargo, [GetSheHe] lo tiene sin embargo, [GetSheHe] tiene dolores de cabeza y se vuelve irritable.;;;;;;;;;x,,,,,,,,,,
robmod_norse_hat;Hat of Kvasir;Chapeau de Kvasir;Hut von Kvasir;;Sombrero de Kvasir;;;;;;;;;x,,,,,,,,,,
robmod_norse_hat_desc;[GetTitledFirstName] received a white hat from a Sister of Frigg which is blessed by Kvasir, the God of wisdom and poetry. A fine article indeed, but wearing it makes [GetHerHim] feel lethargic.;[GetTitledFirstName] a reçu un chapeau blanc d'une soeur de Frigg qui est bénie par Kvasir, le dieu de la sagesse et de la poésie. Un bel article en effet, mais le porter fait que [GetHerHim] se sent léthargique.;[GetTitledFirstName] erhielt einen weißen Hut von einer Schwester von Frigg, die von Kvasir, dem Gott der Weisheit und der Poesie gesegnet wird. Ein guter Artikel in der Tat, aber das Tragen macht es [GetHerHim] fühlen sich lethargisch.;;[GetTitledFirstName] recibió un sombrero blanco de una Hermana de Frigg que es bendecida por Kvasir, el Dios de la sabiduría y la poesía. Un buen artículo en efecto, pero usarlo hace que [GetHerHim] se sienta letárgico.;;;;;;;;;x,,,,,,,,,,
robmodnorse_hrafnhylli;Hrafn-Hylli;Hrafn-Hylli;Hrafn-Hylli;;Hrafn-Hylli;;;;;;;;;x,,,,,,,,,,
robmodnorse_hrafnhylli_desc;[GetTitledFirstName] tames wild ravens, and is considered to have the Hrafn-Hylli ('raven's blessing');[GetTitledFirstName] tames les corbeaux sauvages, et est considéré comme ayant le Hrafn-Hylli ('bénédiction du corbeau');[GetTitledFirstName] zäht wilde Raben und gilt als Hrafn-Hylli ("Rabensegen");;[GetTitledFirstName] ama a los cuervos salvajes, y se considera que tiene el Hrafn-Hylli ('la bendición del cuervo');;;;;;;;;x,,,,,,,,,,
robmodnorse_seidrmadr;Seiðmaðr;Seiðmaðr;Seiðmaðr;;Seiðmaðr;;;;;;;;;x,,,,,,,,,,
robmodnorse_seidrmadr_desc;[GetTitledFirstName] is practiced in seiðr - the art of sorcery, and the Goða approve.;[GetTitledFirstName] est pratiqué dans seiðr - l'art de la sorcellerie, et le Goða approuve.;[GetTitledFirstName] wird in seiðr praktiziert - die Kunst der Zauberei, und die Goða genehmigen.;;[GetTitledFirstName] se practica en seiðr - el arte de la brujería, y el Goða aprueba.;;;;;;;;;x,,,,,,,,,,
robmodnorse_seidrkona;Seiðkona;Seiðkona;Seiðkona;;Seiðkona;;;;;;;;;x,,,,,,,,,,
robmodnorse_seidrkona_desc;[GetTitledFirstName] is practiced in seiðr - the art of sorcery. The Goða approve, and the men are desperate to find out if her magical abilities extend to the bedchamber...;[GetTitledFirstName] est pratiqué dans seiðr - l'art de la sorcellerie. Les Goða approuvent, et les hommes sont désespérés de savoir si ses capacités magiques s'étendent à la chambre...;[GetTitledFirstName] wird in seiðr praktiziert - die Kunst der Zauberei. Die Goða genehmigen, und die Männer sind verzweifelt, um herauszufinden, ob ihre magischen Fähigkeiten sich auf die Schlafkammer erstrecken ...;;[GetTitledFirstName] se practica en seiðr - el arte de la brujería. El Goða aprueba, y los hombres están desesperados para averiguar si sus habilidades mágicas se extienden hasta el dormitorio ...;;;;;;;;;x,,,,,,,,,,
robmodnorse_seidrasst;Seið-Þræll;Seið-Þræll;Seið-Þræll;;Seið-Þræll;;;;;;;;;x,,,,,,,,,,
robmodnorse_seidrasst_desc;[GetTitledFirstName] has taken a Seið-Þræll (Sorcerer's Thrall), a woman practiced in magic who performs the more feminal elements of the rituals.;[GetTitledFirstName] a pris un Seið-Þræll (esclave du sorcier), une femme pratiquée en magie qui effectue les éléments plus féminins des rituels.;[GetTitledFirstName] hat eine Seið-Þræll (Zauberer-Thriller) genommen, eine Frau, die in Magie praktiziert wird, die die feminalen Elemente der Rituale durchführt.;;[GetTitledFirstName] ha tomado un Seið-Þræll (esclavo del hechicero), una mujer practicada en la magia que realiza los elementos más femeninos de los rituales.;;;;;;;;;x,,,,,,,,,,
robmodnorse_cursed;Cursed?;Maudit?;Verflucht?;;¿Maldito?;;;;;;;;;x,,,,,,,,,,
robmodnorse_cursed_desc;Rumours abound that [GetTitledFirstName] is cursed - hard to prove, but people try to steer clear all the same.;Les rumeurs abondent que [GetTitledFirstName] est maudit - difficile à prouver, mais les gens essaient de se limiter tout de même.;Gerüchte sind im Überfluss, dass [GetTitledFirstName] verflucht ist - schwer zu beweisen, aber die Leute versuchen, das Gleiche zu lenken.;;Los rumores abundan que [GetTitledFirstName] es maldecido - difícil de probar, pero la gente trata de dirigir claro de todos modos.;;;;;;;;;x,,,,,,,,,,
robmodnorse_cursed_infertile_1;Not tonight...;Pas ce soir...;Nicht heute Nacht...;;No esta noche...;;;;;;;;;x,,,,,,,,,,
robmodnorse_cursed_infertile_1_desc;For reasons unknown, [GetTitledFirstName] just can't go through with the physical act of love. Even on the exceedingly rare occasion 'it' happens, there is no chance of anything coming of it.. so to speak. There are some that say [GetSheHe] has been cursed...;Pour des raisons inconnues, [GetTitledFirstName] ne peut pas passer par l'acte physique d'amour. Même sur l'occasion extrêmement rare, «il» arrive, il n'y a aucune chance de rien en venir ... pour ainsi dire. Il y en a qui disent que [GetSheHe] a été maudit ...;Aus unbekannten Gründen kann [GetTitledFirstName] einfach nicht mit dem physischen Akt der Liebe durchgehen. Sogar auf der außerordentlich seltenen Gelegenheit 'es' passiert, gibt es keine Chance, irgendetwas davon zu kommen .. sozusagen. Es gibt einige, die sagen, [GetSheHe] wurde verflucht ...;;Por razones desconocidas, [GetTitledFirstName] simplemente no puede pasar con el acto físico de amor. Incluso en la muy rara ocasión "sucede", no hay ninguna posibilidad de que algo salga de ella ... por así decirlo. Hay algunos que dicen que [GetSheHe] ha sido maldecido ...;;;;;;;;;x,,,,,,,,,,
robmodnorse_cursed_infertile_2;Impotent;Impuissant;Impotent;;Impotente;;;;;;;;;x,,,,,,,,,,
robmodnorse_cursed_infertile_2_desc;It's unclear why, but [GetTitledFirstName] struggles in the bedchamber. And even on the rare occasion 'it' does happen, it's unlikely anything will come of it.. so to speak. There are some that say [GetSheHe] has been cursed...;On ne sait pas pourquoi, mais [GetTitledFirstName] se débat dans la chambre. Et même dans les rares occasions, "ça" arrive, il est peu probable que tout en soit. Par exemple. Il y en a qui disent que [GetSheHe] a été maudit ...;Es ist unklar, warum, aber [GetTitledFirstName] kämpft in der Schlafkammer. Und selbst bei der seltenen Gelegenheit 'es' passiert, ist es unwahrscheinlich, dass irgendetwas davon kommen wird. Sozusagen. Es gibt einige, die sagen, [GetSheHe] wurde verflucht ...;;No está claro por qué, pero [GetTitledFirstName] lucha en el dormitorio. E incluso en la rara ocasión "sucede", es improbable que algo salga de ello ... por así decirlo. Hay algunos que dicen que [GetSheHe] ha sido maldecido ...;;;;;;;;;x,,,,,,,,,,
robmodnorse_cursed_unpopular;Fits of madness;Faces de folie;Passt zum wahnsinn;;Se adapta a la locura;;;;;;;;;x,,,,,,,,,,
robmodnorse_cursed_unpopular_desc;[GetTitledFirstName] has spells where [GetSheHe] goes entirely mad - running around shouting obscenities, and worse. There are some that say [GetSheHe] has been cursed...;[GetTitledFirstName] a des sorts où [GetSheHe] devient complètement en colère - courir autour de crier des obscénités, et pire. Il y en a qui disent que [GetSheHe] a été maudit ...;[GetTitledFirstName] hat Zaubersprüche, wo [GetSheHe] ganz verrückt geht - herumlaufen, um Obszönitäten zu schreien, und noch schlimmer. Es gibt einige, die sagen, [GetSheHe] wurde verflucht ...;;[GetTitledFirstName] tiene hechizos en los que [GetSheHe] se vuelve completamente loco - corriendo gritando obscenidades, y peor aún. Hay algunos que dicen que [GetSheHe] ha sido maldecido ...;;;;;;;;;x,,,,,,,,,,
robmodnorse_cursed_illness;Prone to illness;Prone à la maladie;Anfällig für Krankheit;;Propenso a la enfermedad;;;;;;;;;x,,,,,,,,,,
robmodnorse_cursed_illness_desc;No-one can seem to get to the bottom of it, but [GetTitledFirstName] just gets ill a lot more than other people. There are some that say [GetSheHe] has been cursed...;Personne ne semble en arriver au bas, mais [GetTitledFirstName] ne fait que s'améliorer beaucoup plus que les autres. Il y en a qui disent que [GetSheHe] a été maudit ...;Niemand kann scheinen, auf den Grund zu kommen, aber [GetTitledFirstName] wird nur viel mehr als andere Leute krank. Es gibt einige, die sagen, [GetSheHe] wurde verflucht ...;;Nadie puede parecer llegar al fondo de la misma, pero [GetTitledFirstName] sólo se enferma mucho más que otras personas. Hay algunos que dicen que [GetSheHe] ha sido maldecido ...;;;;;;;;;x,,,,,,,,,,
robmodnorse_raised_oathsmen;Raised the Oathsmen;Élevé les homme assermenté;Hob die Eidmanner;;Levantó a los juramentadores;;;;;;;;;x,,,,,,,,,,
robmodnorse_raised_oathsmen_desc;As is [GetHerHis] right, [GetTitledFirstName] raised the Eiðmenn to defend the realm of Miðgarðr. [GetSheHeCap] will not be able to do this again until the Oathsmen have regrouped (when this modifier expires).;Comme c'est [GetHerHis] à droite, [GetTitledFirstName] a soulevé l'Eiðmenn pour défendre le domaine de Miðgarðr. [GetSheHeCap] ne pourra plus le faire jusqu'à ce que les Oathsmen se soient regroupés (lorsque ce modificateur expire).;Wie ist [GetHerHis] richtig, [GetTitledFirstName] hob die Eiðmenn, um das Reich von Miðgarðr zu verteidigen. [GetSheHeCap] wird das nicht wieder tun können, bis die Oathsmen sich umgruppiert haben (wenn dieser Modifikator abläuft).;;Como es [GetHerHis] derecho, [GetTitledFirstName] planteó el Eiðmenn para defender el reino de Miðgarðr. [GetSheHeCap] no podrá hacer esto de nuevo hasta que los Oathsmen se hayan reagrupado (cuando este modificador expire).;;;;;;;;;x,,,,,,,,,,
robmodnorse_lavish_shrine;Lavish shrine;Sanctuaire luxueux;Großer Schrein;;Santuario pródigo;;;;;;;;;x,,,,,,,,,,
robmodnorse_lavish_shrine_desc;[GetTitledFirstName] dedicated a lavish personal shrine to [GetHerHis] chosen pantheon of Gods, winning the respect of all (especially the Goðis).;[GetTitledFirstName] a consacré un somptueux sanctuaire personnel à [GetHerHis] élu panthéon des dieux, en gagnant le respect de tous (surtout les Goðis).;[GetTitledFirstName] widmete einen großzügigen persönlichen Schrein zu [GetHerHis] gewähltes Pantheon der Götter und gewann den Respekt aller (vor allem der Goðis).;;[GetTitledFirstName] dedicó un lujoso santuario personal a [GetHerHis] elegido el panteón de los dioses, ganando el respeto de todos (especialmente el Goðis).;;;;;;;;;x,,,,,,,,,,
robmodnorse_cheap_shrine;Shoddy shrine;Pauvre sanctuaire;Schlechter Schrein;;Pobre santuario;;;;;;;;;x,,,,,,,,,,
robmodnorse_cheap_shrine_desc;The shrine [GetTitledFirstName] dedicated to [GetHerHis] chosen pantheon of Gods is already falling apart. Hardly an impressive declaration of piety.;Le sanctuaire [GetTitledFirstName] consacré à [GetHerHis] choisi le panthéon des dieux se déchire déjà. À peine une impressionnante déclaration de piété.;Der Schrein [GetTitledFirstName] gewidmet [GetHerHis] gewähltes Pantheon der Götter ist bereits auseinander. Kaum eine eindrucksvolle Frömmigkeitserklärung.;;El santuario [GetTitledFirstName] dedicado a [GetHerHis] elegido panteón de los dioses ya está cayendo a pedazos. Apenas una impresionante declaración de piedad.;;;;;;;;;x,,,,,,,,,,
robmodnorse_shoddy_potion;Shoddy potion;Potion de mauvaise humeur;Schäbiger Trank;;Schäbiger Trank;;;;;;;;;x,,,,,,,,,,
robmodnorse_shoddy_potion_desc;[GetTitledFirstName] drank a potion that had not been prepared properly, and is spending a lot of time 'attending to chamber business'...;[GetTitledFirstName] a bu une potion qui n'avait pas été préparée correctement et passe beaucoup de temps à «s'occuper des affaires de chambre» ...;[GetTitledFirstName] trank einen Trank, der nicht ordnungsgemäß vorbereitet war, und verbringt viel Zeit, um das Kammergeschäft zu besuchen ...;;[GetTitledFirstName] bebió una poción que no había sido preparada adecuadamente, y está pasando mucho tiempo 'asistiendo al negocio de la cámara' ...;;;;;;;;;x,,,,,,,,,,
robmodnorse_potions;Potion brewer;Potion brewer;Trankbrauer;;Cervecero de pociones;;;;;;;;;x,,,,,,,,,,
robmodnorse_potions_desc;[GetTitledFirstName] has learned the art of crafting all sorts of magical potions with a variety of beneficial effects;[GetTitledFirstName] a appris l'art de créer toutes sortes de potions magiques avec une variété d'effets bénéfiques;[GetTitledFirstName] hat die Kunst des Handwerks aller Arten von magischen Tränken mit einer Vielzahl von positiven Auswirkungen gelernt;;[GetTitledFirstName] ha aprendido el arte de elaborar todo tipo de pociones mágicas con una variedad de efectos beneficiosos;;;;;;;;;x,,,,,,,,,,
robmodnorse_helping_oathsmen;Diverting men to the Oathsmen;Donner des hommes aux serments d'hommes;Umkehrung der Männer zu den Eiden Männer;;Desviar a los hombres a los juramentos;;;;;;;;;x,,,,,,,,,,
robmodnorse_helping_oathsmen_desc;[GetTitledFirstName] is sending men to help the Oathsmen defend the realm. A pious act, but reduces [GetHerHis] available manpower;[GetTitledFirstName] envoie des hommes pour aider les Oathsmen à défendre le royaume. Un acte pieux, mais réduit [GetHerHis] la main-d'œuvre disponible;[GetTitledFirstName] sendet Männer, um den Oathsmen zu helfen, das Reich zu verteidigen. Ein frommer Akt, aber reduziert [GetHerHis] verfügbare Arbeitskräfte;;[GetTitledFirstName] está enviando hombres para ayudar a los Juramentadores a defender el reino. Un acto piadoso, pero reduce [GetHerHis] mano de obra disponible;;;;;;;;;x,,,,,,,,,,
robmodnorse_learnt_swordfighting;Learnt swordmanship;Apprendre l'épée;Lerne Schwertkunst;;Aprenda la esgrima;;;;;;;;;x,,,,,,,,,,
robmodnorse_learnt_swordfighting_desc;[GetTitledFirstName] received tutelage in personal combat from a skilled duelist;[GetTitledFirstName] a reçu une tutelle dans un combat personnel à partir d'un duelist qualifié;[GetTitledFirstName] erhielt Vormundschaft im persönlichen Kampf von einem erfahrenen Duellanten;;[GetTitledFirstName] recibió la tutela en combate personal de un talentoso duelista;;;;;;;;;x,,,,,,,,,,
robmodnorse_won_duel;Victorious Kappir-Holmgang;Victorious Kappir-Holmgang;Siegreicher Kappir-Holmgang;;Victorious Kappir-Holmgang;;;;;;;;;x,,,,,,,,,,
robmodnorse_won_duel_desc;[GetTitledFirstName] was named the winner of a Duel of Champions, boosting [GetHerHis] respect within the Champions of Miðgarðr;[GetTitledFirstName] a été le gagnant d'un Duel de Champions, renforçant le respect de [GetHerHis] au sein des Champions d'Miðgarðr;[GetTitledFirstName] war der Gewinner eines Duell von Champions, der [GetHerHis] Respekt in den Champions von Miðgarðr verstärkte;;[GetTitledFirstName] fue el ganador de un duelo de campeones, impulsando [GetHerHis] respeto dentro de los campeones de Miðgarðr;;;;;;;;;x,,,,,,,,,,
robmodnorse_lost_duel;Lost at Kappir-Holmgang;Perdu à Kappir-Holmgang;Verloren bei Kappir-Holmgang;;Perdido en Kappir-Holmgang;;;;;;;;;x,,,,,,,,,,
robmodnorse_lost_duel_desc;[GetTitledFirstName] lost a Duel of Champions, and with it some respect within the Champions of Miðgarðr;[GetTitledFirstName] a perdu un Duel de Champions, et avec un certain respect au sein des Champions de Miðgarðr;[GetTitledFirstName] verlor ein Duell von Champions, und mit ihm etwas Respekt in den Champions von Miðgarðr;;[GetTitledFirstName] perdió un duelo de campeones, y con él un cierto respeto dentro de los campeones de Miðgarðr;;;;;;;;;x,,,,,,,,,,
robmodnorse_won_champion;Defeated the Kappi-Efstr;Défaite le Kappi-Efstr;Besiegt den Kappi-Efstr;;Derrotado el Kappi-Efstr;;;;;;;;;x,,,,,,,,,,
robmodnorse_won_champion_desc;[GetTitledFirstName] beat the Grand Champion of Miðgarðr in Kappir-Holmgang, winning the respect of all;[GetTitledFirstName] bat le Grand Champion de Miðgarðr à Kappir-Holmgang, en gagnant le respect de tous;[GetTitledFirstName] schlug den Grand Champion von Miðgarðr in Kappir-Holmgang und gewann den Respekt aller;;[GetTitledFirstName] venció al Gran Campeón de Miðgarðr en Kapoor-Holmgang, ganando el respeto de todos;;;;;;;;;x,,,,,,,,,,
robmodnorse_lost_champion;Failed Champion challenger;Challenger de champion échoué;Failed Champion Herausforderer;;Campeón fallido retador;;;;;;;;;x,,,,,,,,,,
robmodnorse_lost_champion_desc;[GetTitledFirstName] challenged the Grand Champion of Miðgarðr in Kappir-Holmgang, but lost. There is no shame in being defeated by the greatest warrior in the Norse world, but [GetSheHe] won't be able to try again for some time;[GetTitledFirstName] a contesté le Grand Champion de Miðgarðr à Kappir-Holmgang, mais a perdu. Il n'y a aucune honte d'être vaincu par le plus grand guerrier du monde nordique, mais [GetSheHe] ne pourra plus réessayer pendant un certain temps;[GetTitledFirstName] hat den Grand Champion von Miðgarðr in Kappir-Holmgang herausgefordert, aber verloren. Es gibt keine Schande, von dem größten Krieger in der nordischen Welt besiegt zu werden, aber [GetSheHe] wird nicht mehr einmal versuchen können;;[GetTitledFirstName] desafió al Gran Campeón de Miðgarðr en Kappir-Holmgang, pero perdió. No hay vergüenza en ser derrotado por el mayor guerrero del mundo nórdico, pero [GetSheHe] no podrá volver a intentarlo durante algún tiempo;;;;;;;;;x,,,,,,,,,,
robmodnorse_beyd_dog;Spirit of the hound;L'esprit du chasseur;Geist des Hundes;;Espíritu del perro;;;;;;;;;x,,,,,,,,,,
robmodnorse_beyd_dog_desc;[GetTitledFirstName] has a dog watching over [GetHerHim], helping [GetHerHim] negotiate large gatherings;[GetTitledFirstName] a un chien regardant [GetHerHim], aidant [GetHerHim] à négocier de grands rassemblements;[GetTitledFirstName] hat einen Hund, der über [GetHerHim] aufpasst und [GetHerHim] hilft, große Versammlungen zu verhandeln;;[GetTitledFirstName] tiene un perro vigilando [GetHerHim], ayudando a [GetHerHim] a negociar grandes reuniones;;;;;;;;;x,,,,,,,,,,
robmodnorse_beyd_wolf;Spirit of the wolf;Esprit du loup;Geist des Wolfs;;Espíritu del lobo;;;;;;;;;x,,,,,,,,,,
robmodnorse_beyd_wolf_desc;[GetTitledFirstName] has a wolf watching over [GetHerHim], granting [GetHerHim] power over others;[GetTitledFirstName] a un loup regardant [GetHerHim], accordant [GetHerHim] le pouvoir sur d'autres;[GetTitledFirstName] hat einen Wolf, der über [GetHerHim] aufhört und [GetHerHim] Macht über andere gibt;;[GetTitledFirstName] tiene un lobo vigilando [GetHerHim], otorgando [GetHerHim] poder sobre otros;;;;;;;;;x,,,,,,,,,,
robmodnorse_beyd_owl;Spirit of the owl;Esprit du hibou;Geist der Eule;;Espíritu de la lechuza;;;;;;;;;x,,,,,,,,,,
