#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#;;;;;;;;;;;;;;;
#family heirlooms





### Sword ###
EVTDESC_familyheirlooms.4;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite scimitar. Once a constant presence on [FromFrom.GetHersHis] hip it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.5;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite fine scimitar. Once a constant presence on [FromFrom.GetHersHis] hip it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.6;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite scimitar. Once a constant presence on [FromFrom.GetHersHis] hip it now serves as a constant reminder of him ;;;;;;;;;;;;;x
dynamic_scimitar_1;Scimitar;Cimeterre;Krummsäbel;;Cimitarra;;;;;;;;;;;;;x
dynamic_scimitar_1_desc;A scimitar of finer quality than your common blade with the [Root.GetOnlyDynastyName] family crest on the hilt.;;;;;;;;;;;;;x
dynamic_scimitar_2;Fine Scimitar;;;;;;;;;;;;;x
dynamic_scimitar_2_desc;A well-forged blade with the [Root.GetOnlyDynastyName] family crest on the hilt that can stand against most weapons.;;;;;;;;;;;;;x
dynamic_scimitar_3_golden;The Golden Scimitar;;;;;;;;;x
dynamic_scimitar_3_golden_desc;Named The Golden Scimitar, it is a weapon of exceptional quality forged by a master craftsman. The handle is adorned with ornaments made of gold, jewels and the [Root.GetOnlyDynastyName] family crest.;;;;;;;;;;;;;x
dynamic_scimitar_3_fortune;Scimitar of Fortune;;;;;;;;;;x
dynamic_scimitar_3_fortune_desc;A blade of the finest steel and a handle inlaid with gold and the [Root.GetOnlyDynastyName] family crest. Named the Scimitar of Fortune, it is said to bestow the owner with luck.;;;;;;;;;;;;;x
dynamic_scimitar_3_conquest;Scimitar of Conquest;;;;;;;;;;;;;x
dynamic_scimitar_3_conquest_desc;Forged by the best of craftsmen, the Scimitar of Conquest is a blade of victory and triumph. Both handle and hilt are covered in diamonds as well as the [Root.GetOnlyDynastyName] family crest.;;;;;;;;;;;;;x

### Lance ###
EVTDESC_familyheirlooms.7;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite lance. Once a constant presence at every tourney it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.8;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite two-handed lance. Once a constant presence at every tourney it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.9;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite lance. Once a constant presence at every tourney it now serves as a constant reminder of him ;;;;;;;;;;;;;x
dynamic_lance_1;Lance;Lance;Lanze;;Lanza;;;;;;;;;x
dynamic_lance_1_desc;A wooden lance with a metal tip attached and the [Root.GetOnlyDynastyName] family crest on it, used by cavalry in combat.;;;;;;;;;;;;;x
dynamic_lance_2;Two-handed Lance;Lance à deux mains;Zweihandlanze;;Lanza de dos manos;;;;;;;;;x
dynamic_lance_2_desc;With a longer lance, you can keep your distance from the enemy while still being able to strike a lethal blow. Although this will make it harder for them to see the [Root.GetOnlyDynastyName] family crest on it.;;;;;;;;;;;;;x
dynamic_lance_3_impaler;The Impaler;L'Empaleuse;Der Pfähler;;La Empaladora;;;;;;;;;x
dynamic_lance_3_impaler_desc;A heavy lance named The Impaler with the [Root.GetOnlyDynastyName] family crest on it. The weight alone will allow it to impale any lightly armored opponent during a charge.;;;;;;;;;;;;;x
dynamic_lance_3_trident;The Trident;Le Trident;Der Dreizack;;Tridente;;;;;;;;;x
dynamic_lance_3_trident_desc;Named The Trident, this lance is equipped with a long and heavy metal tip of the finest steel engraved with the [Root.GetOnlyDynastyName] family crest.;;;;;;;;;;;;;x
dynamic_lance_3_piercer;The Piercer;Le Transperceur;Der Durchbohrer;;La Perforadora;;;;;;;;;x
dynamic_lance_3_piercer_desc;Crafted to be long, yet sturdy, with the [Root.GetOnlyDynastyName] family crest on it. The Piercer will make short work of any enemy foolish enough to stand in your way.;;;;;;;;;;;;;x

### Axe ###
EVTDESC_familyheirlooms.10;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite throwing axe. Once a constant presence on [FromFrom.GetHersHis] hip it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.11;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite battle axe. Once a constant presence on [FromFrom.GetHersHis] back it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.12;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite axe. Once a constant presence on [FromFrom.GetHersHis] back it now serves as a constant reminder of him ;;;;;;;;;;;;;x
dynamic_axe_1;Throwing Axe;Hache de lancer;Wurfbeil;;Hacha arrojadiza;;;;;;;;;x
dynamic_axe_1_desc;A small and well-crafted axe commonly used in both melee combat and for throwing with the [Root.GetOnlyDynastyName] family crest on the hilt.;;;;;;;;;;;;;x
dynamic_axe_2;Battle Axe;Hache d'armes;Streitaxt;;Hacha de guerra;;;;;;;;;x
dynamic_axe_2_desc;A larger battle axe is able to give more cleaving power, making it more effective against armored foes. It is engraved with the [Root.GetOnlyDynastyName] family crest.;;;;;;;;;;;;;x
dynamic_axe_3_cleaver;Cleaver;Le Fendoir;Der Spalter;;Hoja Carnicera;;;;;;;;;x
dynamic_axe_3_cleaver_desc;A mighty battle axe named Cleaver engraved with the [Root.GetOnlyDynastyName] family crest. The size alone will make it easy to shred your opponents with a single strike.;;;;;;;;;;;;;x
dynamic_axe_3_ravager;Ravager;La Ravageuse;Verwüster;;Aniquiladora;;;;;;;;;x
dynamic_axe_3_ravager_desc;A long double bladed axe named Ravager engraved with the [Root.GetOnlyDynastyName] family crest. Crafted with high quality steel, the axe will wreak havoc among your enemies.;;;;;;;;;;;;;x
dynamic_axe_3_marauder;Marauder;La Faucheuse;Marodeur;;Saqueadora;;;;;;;;;x
dynamic_axe_3_marauder_desc;Named Marauder and engraved with the [Root.GetOnlyDynastyName] family crest, this exceptionally light weighted and well-crafted battle axe allows you to lay waste to your enemies without getting exhausted yourself.;;;;;;;;;;;;;x

### Mace ###
EVTDESC_familyheirlooms.13;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite mace. Once a constant presence on [FromFrom.GetHersHis] hip it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.14;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite iron mace. Once a constant presence on [FromFrom.GetHersHis] hip it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.15;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite mace. Once a constant presence on [FromFrom.GetHersHis] hip it now serves as a constant reminder of him ;;;;;;;;;;;;;x
dynamic_mace_1;Mace;Massue;Streitkolben;;Maza;;;;;;;;;x
dynamic_mace_1_desc;A mace made of an iron head mounted on a wooden shaft engraved with the [Root.GetOnlyDynastyName] family crest.;;;;;;;;;;;;;x
dynamic_mace_2;Iron Mace;Massue en fer;Eisenstreitkolben;;Maza de hierro;;;;;;;;;x
dynamic_mace_2_desc;A mace forged entirely out of iron that allow for more powerful blows inlaid with the [Root.GetOnlyDynastyName] family crest.;;;;;;;;;;;;;x
dynamic_mace_3_foe_hammer;The Foe Hammer;L'Assommoir à Ennemis;Feindeshammer;;El Martillo Enemigo;;;;;;;;;x
dynamic_mace_3_foe_hammer_desc;The Foe Hammer is a gigantic and well-balanced two handed mace that will make short work of any foe, armored or not. The [Root.GetOnlyDynastyName] family crest sits proudly on the head.;;;;;;;;;;;;;x
dynamic_mace_3_bone_breaker;The Bone Breaker;Le Briseur d'Os;Knochenbrecher;;La Rompehuesos;;;;;;;;;x
dynamic_mace_3_bone_breaker_desc;Known as The Bone Breaker, this two handed mace has a large and heavy head able to crush all opponents with its weight. The [Root.GetOnlyDynastyName] family crest sits proudly on the head.;;;;;;;;;;;;;x
dynamic_mace_3_shatterer;The Shatterer;Le Fracasseur;Der Zerschmetterer;;La Quebrantadora;;;;;;;;;x
dynamic_mace_3_shatterer_desc;A large mace with spikes mounted on the head, named The Shatterer. For it will shatter your enemies, in both mind and body. The [Root.GetOnlyDynastyName] family crest sits proudly on the head.;;;;;;;;;;;;;x

### Bow - Nomads ###
EVTDESC_familyheirlooms.16;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite self bow. Once a constant presence on [FromFrom.GetHersHis] back it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.17;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite composite bow. Once a constant presence on [FromFrom.GetHersHis] back it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.18;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite bow. Once a constant presence on [FromFrom.GetHersHis] back it now serves as a constant reminder of him ;;;;;;;;;;;;;x
dynamic_bow_1;Self Bow;Arc simple;Einfacher Bogen;;Arco simple;;;;;;;;;x
dynamic_bow_1_desc;A bow made from a single piece of fine wood engraved with the [Root.GetOnlyDynastyName] family crest..;Un arc fait à partir d'un seul morceau de bois.;Ein Bogen, der aus einem einzigen Stück Holz hergestellt wurde.;;Un arco hecho de una única pieza de madera refinada.;;;;;;;;;x
dynamic_bow_2;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
dynamic_bow_2_desc;Composite bows are constructed with a wooden core, glued together with horn and sinew. Allowing for a smaller bow with greater power. This one is engraved with the [Root.GetOnlyDynastyName] family crest.;Les arcs composites sont conçus avec une base en bois sur laquelle sont collés de la corne et du tendon, et sont plus petits tout en étant plus puissants.;Ein Kompositbogen besteht aus einem Holzkern, der mit Kleber, Horn und Sehnen erweitert wird. Mit dieser Technik sind kleinere Bögen mit höherer Schusskraft möglich.;;Los arcos compuestos se fabrican con un cuerpo de madera encolado con hueso y tendones. Es un arco más pequeño con mayor potencia.;;;;;;;;;x
dynamic_bow_3_silent_wind;Silent Wind;Le Vent Silencieux;Stiller Wind;;Viento Silencioso;;;;;;;;;x
dynamic_bow_3_silent_wind_desc;A composite bow of the highest quality and engraved with the [Root.GetOnlyDynastyName] family crest. It is named Silent Wind for being able to silently dispatch enemies.;Un arc composite de la plus haute qualité. Il est nommé Vent Silencieux pour être en mesure d'abattre silencieusement les ennemis.;Ein Kompositbogen der besten Qualität. Der Name "Stiller Wind" deutet auf seine Fähigkeit hin, Feinde lautlos auszuschalten.;;Un arco compuesto de gran calidad. Se llama Viento Silencioso porque es capaz de despachar a los enemigos sin hacer ruido.;;;;;;;;;x
dynamic_bow_3_lightning;Lightning;L'Éclair;Blitz;;Relámpago;;;;;;;;;x
dynamic_bow_3_lightning_desc;Named Lightning and engraved with the [Root.GetOnlyDynastyName] family crest, this bow fire arrows with incredible force. Killing opponents in an instant.;Nommé l'Éclair, cet arc tire des flèches de feu à une vitesse incroyable, tuant les adversaires en un instant.;Trifft sein Ziel mit der Wucht eines Blitzes, daher der Name.;;Este arco, conocido como Relámpago, lanza flechas con una fuerza increíble, lo que mata a los oponentes en un instante.;;;;;;;;;x
dynamic_bow_3_eagle;Eagle;L'Aigle;Adler;;Águila;;;;;;;;;x
dynamic_bow_3_eagle_desc;Engraved with the [Root.GetOnlyDynastyName] family crest and known simply as Eagle. This exceptional bow can strike enemies at great distances with considerable precision.;Connu simplement comme l'Aigle. Cet arc exceptionnel peut frapper des ennemis très éloignés avec une précision considérable.;Dieser außerordentliche Bogen schießt mit beträchtlicher Genauigkeit selbst über weiteste Entfernungen.;;Este arco excepcional, conocido como Águila, puede atacar a los enemigos a gran distancia con una precisión considerable.;;;;;;;;;x

### Armor ###
EVTDESC_familyheirlooms.19;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite chain mail. Once a constant presence on [FromFrom.GetHerHim] it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.20;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite splint mail. Once a constant presence on [FromFrom.GetHerHim] it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.21;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite armor. Once a constant presence on [FromFrom.GetHerHim] it now serves as a constant reminder of him ;;;;;;;;;;;;;x
dynamic_armor_1;Chain Mail Armor;Armure en cotte de mailles;Kettenrüstung;;Armadura de cota de malla;;;;;;;;;x
dynamic_armor_1_desc;A basic set of armor made up of many small metal rings linked together. The [Root.GetOnlyDynastyName] family crest is painted in the center.;Une armure basique composée de nombreux petits anneaux en métal reliés entre eux.;Eine einfache Rüstung, die aus vielen kleinen Metallringen, die miteinander verbunden sind, besteht.;;Una armadura básica compuesta por muchos anillitos de metal unidos.;;;;;;;;;x
dynamic_armor_2;Splint Mail Armor;Brigandine;Verstärkte Kettenrüstung;;Armadura de placa y malla.;;;;;;;;;x
dynamic_armor_2_desc;More advanced than chain mail, this set of armor has plates of solid metal, inlaid with the [Root.GetOnlyDynastyName] family crest, attached among the metal rings to protect vital weak spots.;Plus avancée que la cotte de mailles, cette armure comporte des plaques de métal solide attachées entre les anneaux métalliques pour protéger les points vitaux.;Fortgeschrittener als die Kettenrüstung, besteht diese Rüstung aus massiven Metallplatten, die unter den Metallringen befestigt sind, um wichtige Stellen des Körpers zu schützen.;;Más avanzada que la cota de malla, esta armadura tiene placas de metal unidas con anillos de metal para proteger puntos vitales.;;;;;;;;;x
dynamic_armor_3_guardian;Guardian;Gardien;Wächter-Rüstung;;Guardián;;;;;;;;;x
dynamic_armor_3_guardian_desc;This strong and sturdy set of armor, inlaid with the [Root.GetOnlyDynastyName] family crest offers unmatched protection in combat. It truly is the guardian of those it encases.;Cette armure robuste offre une protection inégalée au combat. C'est vraiment le gardien de celui qui la porte.;Diese starke und stabile Rüstung bietet einen unübertroffenen Schutz im Kampf. Sie ist wahrlich der Wächter all jener die sie tragen.;;Esta armadura fuerte y resistente ofrece protección sin igual en el combate. Es ciertamente guardián de lo que recubre.;;;;;;;;;x
dynamic_armor_3_champion;Champion;Champion;Champion-Rüstung;;Campeón;;;;;;;;;x
dynamic_armor_3_champion_desc;Designed to strike fear into the hearts of men and inlaid with the [Root.GetOnlyDynastyName] family crest, this suit of armor safeguards its bearer so they can charge into the fields of battle.;Conçu pour frapper la peur dans les cœurs des hommes, cette armure protège son porteur pour pouvoir mener une charge sur le champs de bataille.;Entworfen, um Angst in die Herzen ihrer Gegner zu schlagen, schützt diese Rüstung ihrer Träger, damit sie sich in die Schlacht stürzen können.;;Diseñada para infundir miedo en la gente, esta armadura protege a su portador para que pueda cargar en el campo de batalla.;;;;;;;;;x
dynamic_armor_3_warden;Warden;Protecteur;Aufseher-Rüstung;;Defensor;;;;;;;;;x
dynamic_armor_3_warden_desc;Forged out of the finest materials and with expert craftsmanship, this armor, inlaid with the [Root.GetOnlyDynastyName] family crest, turns its owner into a stalwart barrier against any foe.;Forgé avec les meilleurs matériaux et avec un savoir-faire expert, cette armure transforme son propriétaire en une barrière inflexible contre tout ennemi.;Aus den feinsten Materialien geschmiedet und mit fachmännischer Handwerkskunst zusammengesetzt, verwandelt diese Rüstung ihren Besitzer in eine unüberwindbare Barriere gegen jeden Feind.;;Forjada con los mejores materiales y habilidad experta, esta armadura convierte a su dueño en una barrera inquebrantable contra cualquier enemigo.;;;;;;;;;x

### Ceremonial ###
### Christian ###
EVTDESC_familyheirlooms.22;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite crown. Once a constant presence on [FromFrom.GetHersHis] head it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.23;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite scepeter. Once a constant presence in [FromFrom.GetHersHis] hand it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.24;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite sword. Once a constant presence on [FromFrom.GetHerHim] it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.25;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite crown. Once a constant presence on [FromFrom.GetHersHis] head it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.26;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite scepter. Once a constant presence in [FromFrom.GetHersHis] hand it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.27;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite sword. Once a constant presence on [FromFrom.GetHerHim] it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.28;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite crown. Once a constant presence on [FromFrom.GetHersHis] head it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.29;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite scepter. Once a constant presence in [FromFrom.GetHersHis] hand it now serves as a constant reminder of him ;;;;;;;;;;;;;x
EVTDESC_familyheirlooms.30;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite sword. Once a constant presence on [FromFrom.GetHerHim] it now serves as a constant reminder of him ;;;;;;;;;;;;;x
dynamic_crown_of_majesty;The Crown of Majesty;Couronne de majesté;Die Majestätskrone;;La corona de majestad;;;;;;;;;x
dynamic_crown_of_majesty_desc;The hooped crown is made from gold, inlaid with the [Root.GetOnlyDynastyName] family crest and decorated with foreign precious stones – emeralds, rubies, sapphires and diamonds – the finest ones the size of quails eggs.;La couronne est faite d'or et décorée de pierres précieuses de l'étranger – émeraudes, rubis, saphirs et diamants – les plus beaux sont de la taille d'œufs de cailles.;Die Reifkrone besteht aus Gold und ist mit fremdartigen Edelsteinen wie zum Beispiel Smaragden, Rubinen, Saphiren und Diamanten verziert, von denen die prächtigsten so groß wie Wachteleier sind.;;Esta corona cerrada está hecha de oro y decorada con piedras preciosas foráneas (esmeraldas, rubíes, zafiros y diamantes) del tamaño de huevos de codorniz.;;;;;;;;;x
dynamic_emerald_scepter;Emerald Scepter;Sceptre d'émeraude;Smaragdzepter;;Cetro de esmeraldas;;;;;;;;;x
dynamic_emerald_scepter_desc;This scepter emgraved with the [Root.GetOnlyDynastyName] family crest is famed for the unusual amount and quality of emeralds adorning it. The origins of the stones are shrouded in mysteries, the tales are as numerous as the stars.;Ce sceptre est célèbre pour la quantité et la qualité inhabituelles des émeraudes qui l'ornent. Les origines des pierres sont enveloppées de mystères, les récits sont aussi nombreux que les étoiles.;Dieses Zepter ist für die ungewöhnliche Menge und Qualität der Smaragde berühmt, mit denen es geschmückt ist. Die Herkunft dieser Edelsteine ist in Geheimnisse gehüllt und die Geschichten darüber sind so zahlreich wie die Sterne.;;"Este cetro es famoso por la inusual cantidad y calidad de las esmeraldas que lo adornan. La procedencia de las piedras está rodeada de misterio hay tantas historias al respecto como estrellas.";;;;;;;;;x
dynamic_sword_of_heroes;Sword of Heroes;Épée des héros;Schwert der Helden;;Espada de héroes;;;;;;;;;x
dynamic_sword_of_heroes_desc;This ornamental weapon inlaid with the [Root.GetOnlyDynastyName] family crest is an impressive sight. The blade is gilded and the hilt is adorned with foreign precious stones, such as rubies and sapphires, and agate cameos depicting legendary warriors.;Cette arme ornementale est impressionnante. La lame est dorée et la poignée est ornée de pierres précieuses de l'étranger, comme des rubis et des saphirs, et des camées d'agate représentant des guerriers légendaires.;Diese ornamentale Waffe bietet einen beeindruckenden Anblick. Die Klinge ist vergoldet und das Heft mit fremdartigen Edelsteinen wie zum Rubinen und Saphiren sowie Achatgemmen geschmückt, auf denen legendäre Krieger abgebildet sind.;;Esta arma ornamental es una imagen impresionante. La hoja es dorada y la empuñadura está adornada con piedras preciosas foráneas como rubíes y zafiros, y camafeos de ágata que retratan a guerreros legendarios.;;;;;;;;;x
dynamic_crown_of_pearls;Crown of Pearls;Couronne de perles;Perlenkrone;;Corona de perlas;;;;;;;;;x
dynamic_crown_of_pearls_desc;Every inch of this golden hooped golden crown is covered in pearls of all sizes, complemented by sapphires, as well as cameos depicting religious characters and the [Root.GetOnlyDynastyName] family crest engraved in mother-of-pearl.;Chaque pouce de cette couronne d'or est recouvert de perles de toutes tailles, complétées par des saphirs, ainsi que des camées représentant des personnages religieux gravés en nacre.;Jeder Zentimeter dieser goldenen Reifkrone ist mit Perlen in allen Größen bedeckt, die durch Saphire sowie durch Gemmen ergänzt werden, auf denen in Perlmutt eingravierte religiöse Charaktere abgebildet sind.;;Esta corona cerrada de oro está cubierta en su totalidad de perlas de todos los tamaños, complementadas con zafiros, así como con camafeos grabados en nácar que representan personajes religiosos.;;;;;;;;;x
dynamic_ruby_scepter;Ruby Scepter;Sceptre de rubis;Rubinzepter;;Cetro de rubíes;;;;;;;;;x
dynamic_ruby_scepter_desc;This golden scepter engraved with the [Root.GetOnlyDynastyName] family crest and adorned with opals, almandines and pearls, is crowned by an impressively big and lustrous ruby.;Ce sceptre d'or, orné d'opales, d'almandins et de perles, est couronné d'un rubis impressionnant et brillant.;Dieses mit Opalen, Almandinen und Perlen geschmückte goldene Zepter ist an der Spitze mit einem beeindruckend großen schimmernden Rubin besetzt.;;Este cetro dorado, adornado con ópalos, almandinos y perlas, está coronado con un rubí de un tamaño imponente.;;;;;;;;;x
dynamic_golden_sword;Golden Sword;Épée en or;Goldenes Schwert;;Espada dorada;;;;;;;;;x
dynamic_golden_sword_desc;This gilded blade and hilt, engraved with the [Root.GetOnlyDynastyName] family crest while useless in battle, will impress their holders every subject. The pommel is decorated with a single, magnificent emerald.;Cette épée à la lame dorée et la poignée dorées, bien qu'inutile dans la bataille, impressionnera chaque sujet de son détenteur. Le pommeau est décoré d'une seule et magnifique émeraude.;Diese vergoldete Klinge mit vergoldetem Heft taugt zwar nicht zum Kämpfen, macht jedoch einen gewaltigen Eindruck auf die Untertanen seines Eigentümers. Der Knauf ist mit einem prächtigen Smaragd verziert.;;Esta hoja dorada y su empuñadura, aunque inútiles para la guerra, impresionarán a todos los súbditos de su propietario. El pomo está decorado con una esmeralda magnífica.;;;;;;;;;x
dynamic_the_lily_crown;Crown of Lilies;Couronne de Lis;Lilienkrone;;Corona de lirios;;;;;;;;;x
dynamic_the_lily_crown_desc;The mass of garnets and opals are truly made justice by the silver and gilded base of this crown. The model is an open one with four stylized lilies each depicting the [Root.GetOnlyDynastyName] family crest.;La base argentée et dorée de cette couronne rend véritablement justice à la quantité de grenats et d'opales. Le modèle est ouvert avec quatre lys stylisés.;Der Menge an Granaten und Opalen wird die silberne und vergoldete Basis dieser Krone wahrhaft gerecht. Es handelt sich um ein offenes Modell mit vier stilisierten Lilien.;;La plata y la base dorada hacen justicia a los granates y a los ópalos de esta corona. Este es un tipo de corona abierta con cuatro finos lirios.;;;;;;;;;x
dynamic_noble_scepter;Noble Scepter;Sceptre noble;Adelszepter;;Cetro noble;;;;;;;;;x
dynamic_noble_scepter_desc;This scepter signifies its holder's right to rule. The gilded rod engraved with the [Root.GetOnlyDynastyName] family crest is adorned with pearls and garnets.;Ce sceptre signifie un droit pour son détenteur à régner. La tige dorée est ornée de perles et de grenats.;Dieses Zepter versinnbildlicht den Herrschaftsanspruch des Eigentümers. Der vergoldete Stab ist mit Perlen und Granaten geschmückt.;;Este cetro representa el derecho de su propietario a gobernar. La vara dorada está adornada con perlas y granates.;;;;;;;;;x
dynamic_engraved_sword;Engraved Sword;Épée gravée;Graviertes Schwert;;Espada grabada;;;;;;;;;x
dynamic_engraved_sword_desc;This sword will not bring its bearer much luck on the battlefield, but the adorned blade and gilded hilt, proudly bearing the [Root.GetOnlyDynastyName] family crest, is a beautiful sight indeed.;Cette épée n'apportera pas beaucoup de chance au porteur sur le champ de bataille, mais la lame ornée et la poignée dorée sont assurément agréables à regarder.;Dieses Schwert bringt zwar seinem Besitzer auf dem Schlachtfeld nicht viel Glück, aber die verzierte Klinge und das vergoldete Heft bieten einen herrlichen Anblick.;;Esta espada no traerá demasiada suerte a su propietario en el campo de batalla, pero su hoja adornada y empuñadura dorada son hermosas.;;;;;;;;;x

###Muslim sets & west african sets (daggers also indian)###
EVTDESC_familyheirlooms.31;On [FromFrom.GetHersHis] deathbed your [GetFromFromRelation] hands you [FromFrom.GetHersHis] favorite dagger. Once a constant presence on [FromFrom.GetHerHim] it now serves as a constant reminder of him ;;;;;;;;;;;;;x
