#CODE;ENGLISH;;;;;;;;;;;;;x
EVTDESCsoulmates.5224;It seems that [Root.Spouse.GetFirstName]'s financial acumen knows no bounds. Your ledgers are in perfect order, and your tax collectors know exactly how much each peasant, merchant and noble owes you. Gold flows freely into your coffers, thanks to [Root.Spouse.GetHerHis] revolutionary work.;;;;;;;;;;;;;x
EVTOPTAsoulmates.5224;[Root.Spouse.GetSheHeCap] truly has a golden touch.;;;;;;;;;;;;;x
EVTDESCsoulmates.5231;[Root.Spouse.GetFirstName] has been indulging in the darker arts of court intrigue lately. Too openly, it seems, as in the line of working to further your aims, [Root.Spouse.GetSheHe] appears to have incurred the wrath of some local thugs. [Root.Spouse.GetSheHeCap] has escaped, though not unscathed.;;;;;;;;;;;;;x
EVTOPTAsoulmates.5231;Why can't [Root.Spouse.GetSheHe] just let some other fool do the job!?;;;;;;;;;;;;;x
EVTDESCsoulmates.5232;Working in the shadows, [Root.Spouse.GetFirstName], with the aid of some aides of ill-repute, has managed to acquire a few...things. Things that your rivals and foes should not miss...probably.;;;;;;;;;;;;;x
EVTOPTAsoulmates.5232;Excellent. That should be useful.;;;;;;;;;;;;;x
EVTDESCsoulmates.5233;Working in the shadows, [Root.Spouse.GetFirstName], with the aid of some aides of ill-repute, has managed to acquire several items. Items which your rivals and foes would sorely miss.;;;;;;;;;;;;;x
EVTOPTAsoulmates.5233;Very good.;;;;;;;;;;;;;x
EVTDESCsoulmates.5234;Working in the shadows, [Root.Spouse.GetFirstName] has somehow acquired the most heavily-guarded treasures and secrets of your foes. These could be either studied or ransomed back, of course...;;;;;;;;;;;;;x
EVTOPTAsoulmates.5234;Wonderful news!;;;;;;;;;;;;;x
EVTDESCsoulmates.5241;Your [Root.Spouse.GetHusbandWife], being trained as a cleric, has taken it upon [Root.Spouse.GetHerselfHimself] to treat with the priests to gather support for your rule. So far, it seems to be working rather poorly. Everything that [Root.Spouse.GetSheHe] has said has only offended the priests...;;;;;;;;;;;;;x
EVTOPTAsoulmates.5241;Don't talk to the turbulent priests, just get rid of them!;;;;;;;;;;;;;x
EVTDESCsoulmates.5242;Your [Root.Spouse.GetHusbandWife], being trained as a cleric, has taken it upon [Root.Spouse.GetHerselfHimself] to treat with the priests to gather support for your rule. So far, it seems to be working in a mediocre way. Very few are taking [Root.Spouse.GetHerHim] seriously at all...;;;;;;;;;;;;;x
EVTOPTAsoulmates.5242;Well, it's better than nothing...;;;;;;;;;;;;;x
EVTDESCsoulmates.5243;Your [Root.Spouse.GetHusbandWife], being trained as a cleric, has taken it upon [Root.Spouse.GetHerselfHimself] to treat with the priests to gather support for your rule. So far, it seems to be working rather well. Everything that [Root.Spouse.GetSheHe] has said garnered their attention, and a few have contributed rare tomes to the castle libraries!;;;;;;;;;;;;;x
EVTOPTAsoulmates.5243;Excellent.;;;;;;;;;;;;;x
EVTDESCsoulmates.5244;Your [Root.Spouse.GetHusbandWife], being trained as a cleric, has taken it upon [Root.Spouse.GetHerselfHimself] to treat with the priests to gather support for your rule. So far, it is working brilliantly! Numerous priests are talking of your piety, and many have contributed valuable manuscripts to your libraries, in the hopes of furthering your enlightened rule!;;;;;;;;;;;;;x
EVTOPTAsoulmates.5244;Wonderful news!;;;;;;;;;;;;;x
